ынкъам плыткукъым натчьатэгым и ныйылӄэтигым	ынкъам _ п л ы т к у к ъ ы м _ н а т ч ь а т э г ы м _ и _ н ы й ы л ӄ э т и г ы м _
льэлеӈкы пууръу нымигчирэтигым	л ь э л е ӈкы _ п у у ръу _ н ы м и г ч и р э т и г ы м _
нылӄутигым инъэ	н ы л ӄ у т и г ы м _ и н ъ э _
нычайойгым	н ы ч а й о й г ы м _
мэгчерынвэты нытэнмавэвым ынкъам нымигчирэтысӄививым	м э г ч е рынвэты _ н ы т э н м а в э в ы м _ ынкъам _ н ы м и г ч и р э т ы с ӄ и в и в ы м _
ынкы калеткорак нытэнъэткуйгым апэттагнэты	ы н к ы _ к а л еткорак _ н ы т э н ъ э т к у й г ы м _ а п э т т а г н э т ы _
нырагтэгым напэтэгым	н ы р а г т э г ы м _ н а п э т э г ы м _
апэтыплыткок нэмэ нымигчирысӄививым	а п э т ы п л ы т к о к _ н э м э _ н ы м и г ч и р ы с ӄ и в и в ы м _
ынкы нытэнъэткуйгым	ы н к ы _ н ы т э н ъ э т к у й г ы м _
ӈыраӄычьэты нырагтэгым	ӈ ы р а ӄ ы ч ьэты _ н ы р а г т э г ы м _
нилгытэвивым ынкъам ярак нымигчирэтивым ч нытэнъэткуйгым чама нывийгым	н и л г ы т э в и в ы м _ ынкъам _ я р а к _ н ы м и г ч и р э т и в ы м _ ч _ н ы т э н ъ э т к у й г ы м _ ч а м а _ н ы в и й г ы м _
и имыръэнук имыръэнут ярак нинэтэйкивым чама нываӈэйгым	и _ и м ы р ъ э н у к _ и м ы ръэнут _ я р а к _ н и н э т э й к и в ы м _ ч а м а _ н ы в а ӈ э й г ы м _
ынкъам мынгытычьэты натчьатэгым ныйылӄэтигым	ынкъам _ м ы н г ы т ы ч ь эты _ н а т ч ь а т э г ы м _ н ы й ы л ӄ э т и г ы м _
гым ныппыльэв вама гарыч нырычвалыӈыттыӄэнат	г ым _ н ы п п ы л ь э в  _ в а м а _ г а р ы ч _ н ы р ы ч в а л ы ӈ ы т т ы ӄ э н а т _
гым нэмыӄэй ны нырычвалыӈыттыӄэнат нэмыӄэй гым нывинрэтигым нырычвантойгым	г ым _ н э мыӄэй _ н ы _ н ы р ы ч в а л ы ӈ ы т т ы ӄ э н а т _ н э м ы ӄ эй _ г ы м _ н ы в и н р э т и г ы м _ н ы р ы ч в а н т о й г ы м _
гым ӈавъёльа нинивӄин	г ым _ ӈ а в ъ ё л ь а _ н и н и в ӄин _
ӄы нэмыӄэй ӄырычвогэ	ӄ ы _ н э м ы ӄ эй _ ӄ ы р ы ч в о г э _
ӄырым ӄырым мырычвогъак	ӄ ы р ым _ ӄ ы рым _ м ы р ы ч в о г ъ а к _
тэӈвэнлыги рыпыткынтэвнинъым гэнанвытрынтэвлинъым	т э ӈ в э н л ыги _ р ы п ы т к ы н т э в н и н ъ ы м _ г э н а н в ы т р ы н т э в л и н ъ ы м _
рыпыткынтавъё тъынин	р ы п ы т к ы н т а в ъ ё _ т ъ ы н и н _
трагтыгъак гым иниквъи	т р а г т ыгъак _ г ы м _ и н иквъи _
нивӄин гэрэӄигыт гилгыльувигыт	н и вӄин _ г э р э ӄ и г ыт _ г и л г ы л ь у в и г ы т _
наӄам эвыт тэӈэвыт ныпээттылейгым	н а ӄам _ э в ы т _ т э ӈ э в ы т _ н ы п э э т т ы л е й г ы м _
нинивӄин ытльата	н и н ивӄин _ ы т л ь а та _
тумгытум ӄыгитэгэ мургин ынпыӈэв гэрэӄылин тэӈтэӈэвыт пэ пэ	т у мгытум _ ӄ ы г и т э г э _ м у р г и н _ ы н п ы ӈ э в _ г э р э ӄ ы л и н _ т э ӈ т э ӈ э в ы т _ п э _ п э _
нылгиргыткульэтӄин ны ныннупэтӄинэт рыгыткогыргыт	н ы л г и р г ы т к у л ь э т ӄ и н _ н ы _ н ы н н у п э т ӄ и н э т _ р ы г ы т к о г ы р г ы т _
ытчайаъым ӄэйвэ гинэльулинъым гэльулин рывытрынтавъё ынӄэн рычвалгын гэнпыткынтэвлин	ы т ч а й а ъ ы м _ ӄ э й вэ _ г и н э л ь у л и н ъ ы м _ г э л ь у лин _ р ы в ы т р ы н т а в ъ ё _ ы н ӄ э н  _ р ы ч в а л г ы н _ г э н п ы т к ы н т э в л и н _
йыкыргын нинэйпыӄин нинивӄин ӄытитӄэтгын	й ы к ыргын _ н и н э й п ы ӄин _ н и н и в ӄин _ ӄ ы т и т ӄ э т г ы н _
гымнан ванэ мытитӄэтгъэн	г ы м нан _ в а н э _ м ы т и т ӄ э т г ъ э н _
вэнлыги чиӈкэйыръын ӄытлыги гэтитӄэтлин гымнан	в э н л ы ги _ ч и ӈ к э й ы р ъ ы н _ ӄ ы т л ы ги _ г э т и т ӄ э т л и н _ г ы м н а н _
тэӈэвыт тыпээттыляӈӈогъа гинив	т э ӈ э в ы т _ т ы п э э т т ы л я ӈ ӈ о г ъ а _ г и н и в _
нычаёӄэнат	н ы ч а ё ӄ э н а т _
ытчайы гымнин ытля эну нэнамӈылёӄэна	ы т ч а й ы _ г ы м нин _ ы т л я _ э н у _ н э н а м ӈ ы л ё ӄ э н а _
ӄутынъым ивнин	ӄ у т ы н ъ ы м _ и в н ин _
ыныг ӈавъёльа йыкыргычыкогты гэнпыткынтэвлин рычвалгын	ы н ы г _ ӈ а в ъ ё л ь а _ й ы к ы р г ы ч ы когты _ г э н п ы т к ы н т э в л и н _ р ы ч в а л г ы н _
ытлыгын ӈаргынэн найвы айгычӄыӈӄач нывакъотваӄэн нырэӄыӄин ны ны нэнарынӈыӄин оттылгын	ы т л ы г ын _ ӈ а р г ы н э н _ н а й в ы _ а й г ы ч ӄ ы ӈ ӄ а ч _ н ы в а к ъотваӄэн _ н ы р э ӄ ы ӄ и н _ н ы _ н ы _ н э н а р ы н ӈ ы ӄ и н _ о т т ы л г ы н _
ынкатагнэпы гатанпаайгым ынӄо рычвок	ы н к а тагнэпы _ г а т а н п а а й г ы м _ ы н ӄ о _ р ы ч в о к _
нэнанъотавӄэн рычвольэгым	н э н а н ъ о тавӄэн _ р ы ч в о л ь э г ы м _
нинивӄин ӄырычванторкын	н и н ивӄин _ ӄ ы р ы ч в а н т о р к ы н _
ынӄоры паагъэ тынутчирык	ы н ӄ о ры _ п а агъэ _ т ы н у т ч и р ы к _
ынкатагнэпы нырычвантойгым ӄонпы нык ныкэгынмилгытэвигым	ы н к а тагнэпы _ н ы р ы ч в а н т о й г ы м _ ӄ о н пы _ н ы к _ н ы к э г ы н м и л г ы т э в и г ы м _
гымыкытчайаъым вэриву вэривуунъыкинэт гичининэт	г ы м ы к ы т ч а й а ъ ы м _ в э р и в у _ в э р и в у у н ъ ы к и н э т _ г и ч и н и н эт _
рыпгыпгэвнин нинивӄин	р ы п г ы п г э в н и н _ н и н и в ӄин _
ӄылпыгын гэмэч гэмэсӄытвилин виин	ӄ ы л п ы г ы н _ г э м э ч _ г э м э с ӄ ы т в и л и н _ в и и н _
наӄам нинивигым	н а ӄам _ н и н и в и г ым _
иниквъи ӄарычгытвагэ	и н и квъи _ ӄ а р ы ч г ы т в а г э _
нинэ ӄээӄын тарычгытвагъак	н и н э _ ӄ э э ӄ ы н _ т а р ы ч г ы т в а г ъ а к _
энэвӈӈогъэ гым	э н э в ӈ ӈ о г ъ э _ г ы м _
ӄылютэги	ӄ ы л ю т э г и _
гымнан нивигым	г ы м нан _ н и в и г ым _
ванэ мылётаӈӈогъак	в а н э _ м ы л ё т а ӈ ӈ о г ъ а к _
вэнлыги ӄылютэги	в э н л ы ги _ ӄ ы л ю т э г и _
ынкатагнэпы ынӄо лыгэн энанъотавӈӈогъэ рычвольэгым	ы н к а тагнэпы _ ы н ӄ о _ л ы г эн _ э н а н ъ о т а в ӈ ӈ о г ъ э _ р ы ч в о л ь э г ы м _
ӄонпы ныкэгынмилгытэвигым	ӄ о н пы _ н ы к э г ы н м и л г ы т э в и г ы м _
ынкатагнэпы гапаайгым	ы н к а тагнэпы _ г а п а а й г ы м _
ынӄо нивӄинэт иа’м ытлён ынӈин	ы н ӄ о _ н и в ӄ и н э т _ и а ’ м _ ы т л ён _ ы н ӈ и н  _
ӄырым ытръэч игыт трэгичиркынэт томыкагты трэйылыркынэт	ӄ ы р ым _ ы т р ъэч _ и г ы т _ т р э г и ч и р к ы н э т _ т о м ы к а г т ы  _ т р э й ы л ы р к ы н э т _
игытъым тумгыт нивӄээт	и г ы т ъ ы м  _ т у м г ы т _ н и в ӄ э э т _
ивкэ мынырычвомык	и в к э _ м ы н ы р ы ч в о м ы к _
гым вэлвагты нытвайгым	г ым _ в э л в а г т ы _ н ы т в а й г ым _
гымнан ги гымнин гэчеёттэ тэӈэвыт томыкагты нинэйылигым рычват мэӈин гэчеёттэ тагъяӈӄэн рычвагты	г ы м нан _ г и _ г ы м нин _ г э ч е ё т т э _ т э ӈ э в ы т _ т о м ы к а г т ы  _ н и н э й ы л и г ы м _ р ы ч в а т _ м э ӈ и н  _ г э ч е ё т т э _ т а г ъ я ӈ ӄ э н _ р ы ч в а г т ы _
мэчынкы	м э ч ынкы _
рыркайпияк мури калеткома ынӄэн	р ы р к а й п ияк _ м у р и _ к а л е т к о м а  _ ы н ӄ э н  _
эмнуӈыльыт ныпкирӄинэт ынӄэнэ	э м н у ӈ ы л ь ы т _ н ы п к и р ӄ и н э т  _ ы н ӄ э н э _
наӄамэ итык эвынъым нъэӄимлынӈэӄинэт вэлыткорайпыӈ	н а ӄ а м э _ и т ы к _ э в ы н ъ ы м _ н ъ э ӄ и м л ы н ӈ э ӄ и н э т _ в э л ы т к о р а й п ы ӈ _
наӄам ӈанэ ӈиръэӄи	н а ӄам _ ӈ а н э _ ӈ и р ъ э ӄ и _
э’ӄимлытъым алва вальыт ынӄэн ӄырымэнэ лыгъэӄимлыт ваа лыгэнэ наӄам нычелгльоӄэнат	э ’ ӄ и м л ы т ъ ы м _ а л в а _ в а л ь ы т _ ы н ӄ э н  _ ӄ ы р ы м э н э _ л ы г ъ э ӄ и м л ы т _ в а а _ л ы г э н э _ н а ӄ ам _ н ы ч е л г л ь о ӄ э н а т _
мрэнти	м р э н т и _
наӄам брэнди	н а ӄам _ б р э н д и _
брэнди брэндину нылгыӄинэтъым	б р э н д и _ б р э н д и н у _ н ы л г ы ӄ и н э т ъ ы м _
ӄутти ӄуттиы’м ынръамэ нэплички плисӄэнӈаӄэнат	ӄ у т ти _ ӄ у т т и ы ’ м  _ ы н р ъ а м э _ н э п л и ч к и _ п л и с ӄ э н ӈ а ӄ э н а т _
ӄоравальыт ӄэлюӄы’м пыкитльыт отпучкыльыт	ӄ о р а в а л ь ы т _ ӄ э л ю ӄ ы ’ м  _ п ы к и т л ь ы т _ о т п у ч к ы л ь ы т _
ӄутырыкъым ынӄэн брэнди	ӄ у т ы р ы к ъ ы м _ ы н ӄ э н  _ б р э н д и _
мрэнтиы’м ынӄэн	м р э н т и ы ’ м _ ы н ӄ э н  _
ынпыначгын ӄоныры ынӄэнэ гавъёльатленъым	ы н п ы н ачгын _ ӄ о н ы р ы _ ы н ӄ э н э _ г а в ъ ё л ь а т л е н ъ ы м _
а’ачек эты нинивӄин	а ’ а ч е к _ э т ы _ н и н и в ӄин _
ӄвэлыткорантагэъым вай ынкъам гымыкагты ӄыркургынэт	ӄ в э л ы т к о р а н т а г э ъ ы м _ в а й  _ ы н к ъ ам _ г ы м ы к а г ты _ ӄ ы р к у р г ы н э т _
ынӄэн вэлыткоран пличка бличка	ы н ӄ эн _ в э л ы т к о р а н _ п л и ч к а _ б л и ч к а _
ӈан мрэнти ӄыркургынэт	ӈ ан _ м р э н т и _ ӄ ы р к у р г ы н э т _
ынӄэн гав чичеквъиы’м ӄэлюӄ а’ачекъым гэтэнӈыткулин	ы н ӄ эн _ г а в _ ч и ч е к в ъ и ы ’ м _ ӄ э л ю ӄ _ а ’ а ч е к ъ ы м _ г э т э н ӈ ы т к у л и н _
ытръэч ынӄэн пличка бличка иквъиы’м	ы т р ъэч _ ы н ӄ эн _ п л и ч к а _ б л и ч к а _ и к в ъ и ы ’ м _
мытив ынӄэнэ танӈымэл иквъи чымчеӄэй	м ы т и в _ ы н ӄ э н э _ т а н ӈ ы м э л _ и к в ъи _ ч ы м ч е ӄ э й _
пличка бличка чымчеӄэй вэлыткоран мрэнти ӄыркургынэт	п л и ч к а _ б л и ч к а _ ч ы м ч е ӄ э й _ в э л ы т к о р а н _ м р э н т и _ ӄ ы р к у р г ы н э т _
ынӄэн а’ачекъым вэлыткорантаъэм ӄытлыги ымы плички курнинэтъым ымы мрэнти ын курнинэт	ы н ӄ эн _ а ’ а ч е к ъ ы м _ в э л ы т к о р а н т а ъ э м _ ӄ ы т л ы ги _ ы м ы  _ п л и ч к и _ к у р н и н э т ъ ы м _ ы м ы  _ м р э н т и _ ы н _ к у р н и н э т _
ынӄэн ынӈатал	ы н ӄ эн _ ы н ӈ а т а л _
нивӄинэт пличка нэмыӄэй	н и в ӄ и н эт _ п л и ч к а _ н э м ы ӄ эй _
тэнмэмлыёчгын нытваӄэн	т э н м э м л ы ё ч г ы н _ н ы т ваӄэн _
ынӄэната гакиноратленатъым клюпчыко	ы н ӄ э н а т а _ г а к и н о р а т л е н а т ъ ы м _ к л ю п ч ы к о _
клюбэты мури ымыльо кэлиткульымури ынӄэнэ нанвакъовсӄэвмык	к л ю б э т ы _ м у р и _ ы м ы л ь о _ к э л и т к у л ь ы м у р и _ ы н ӄ э н э _ н а н в а к ъ о в с ӄ э в м ы к _
ӄытлыгиы’м ынӄэнэ чапаевӄай чапаев ынӄэн мытльуэ’н кино тэӈвытку ӄэлюӄэ	ӄ ы т л ы г и ы ’ м  _ ы н ӄ э н э _ ч а п а е в ӄ а й _ ч а п а е в _ ы н ӄ э н  _ м ы т л ь у э ’ н _ к и н о _ т э ӈ в ы тку _ ӄ э л ю ӄ э _
ӈинӄэйӄэгти ӈээккэӄэгти ымыльо нывакъотваӄэнатъым	ӈ и н ӄ э й ӄ э г т и  _ ӈ э э к к э ӄ э г т и  _ ы м ы л ь о _ н ы в а к ъ о т в а ӄ э н а т ъ ы м _
наӄам ӈоонко лыгэнъым вай ынӄэн	н а ӄам _ ӈ о о н к о _ л ы г э н ъ ы м _ в а й  _ ы н ӄ эн _
нывыргыргыръуӄинъымӈэ у’рэӈэнри	н ы в ы р г ы р г ы р ъ у ӄ и н ъ ы м ӈ э _ у ’ р э ӈ э н ри _
йъэлыги ынӄэн ӈоонко нинэгитэмури ынӄэн кино’м энмэн	й ъ э л ы г и  _ ы н ӄ э н  _ ӈ о о н к о _ н и н э г и т э м у р и _ ы н ӄ э н  _ к и н о ’ м _ э н м эн _
ынӄэн ыныкит чапаевӄай нын нэнъиръилемйигӈы нынтоӄэнъымэ	ы н ӄ эн _ ы н ы к и т _ ч а п а е в ӄ а й _ н ы н _ н э н ъ и р ъ и л е м й и г ӈ ы _ н ы н т о ӄ э н ъ ы м э _
наӄам ӈан ваал паколырговаляйӈын ӄнут	н а ӄам _ ӈ а н _ в а а л _ п а к о л ы р г о в а л я й ӈ ы н _ ӄ н у т _
ынӄэнэ левтык гырголя вай ынӈин нинэнилюйвыӄин нинэнилюйвыӄинъым	ы н ӄ э н э _ л е в т ы к _ г ы р г о л я _ в а й  _ ы н ӈин _ н и н э н и л ю й в ы ӄин _ н и н э н и л ю й в ы ӄ и н ъ ы м _
и ӈинӄэйӄэгти ӈээккэӄэгти ымыльо нивӄинэт	и _ ӈ и н ӄ э й ӄ э г т и  _ ӈ э э к к э ӄ э г т и  _ ы м ы л ь о _ н и в ӄ и н э т _
урааа мургинэт ура мургинэт	у р а а а _ м у р г и н э т _ у р а _ м у р г и н э т _
ынӈатал гым нэмыӄэй ӄэлюӄы’м	ы н ӈ а т а л _ г ы м _ н э мыӄэй _ ӄ э л ю ӄ ы ’ м  _
нивигым э’тки а’ӄалеӈгыргын	н и в и гым _ э ’ т к и  _ а ’ ӄ а л е ӈ гыргын _
нэмыӄэйъымэ ӄынвэтъымэ тъэче гииӈитыкъымэ ӄынвэтэ амноӈэты нэмыӄэй киноратыӈӈоа’т	н э м ы ӄ э й ъ ы м э _ ӄ ы н в э т ъ ы м э _ т ъ э ч е  _ г и и ӈ и т ы к ъ ы м э _ ӄ ы н в э т э _ а м н о ӈ эты _ н э м ы ӄ эй _ к и н о р а т ы ӈ ӈ о а ’ т _
ынпыначгытъым нэмыӄэй ныкиноӄэнат	ы н п ы н а ч г ы т ъ ы м _ н э м ы ӄ эй _ н ы к и н о ӄ э н а т _
ынлеко ымыӈ ытри аӈӄавъе ынӄэн нывакъотваӄэнат нэмыӄэйъым чыпэт тъэче малмытлыӈча нэгитээ’н ынӄэн ыннэнчьэн чапаевӄай	ы н л е к о _ ы м ы ӈ _ ы т р и _ а ӈ ӄ а в ъ е _ ы н ӄ э н  _ н ы в а к ъ о т в а ӄ э н а т  _ н э м ы ӄ э й ъ ы м _ ч ы п э т _ т ъ э ч е  _ м а л м ы т л ы ӈ ч а _ н э г и т э э ’ н _ ы н ӄ э н  _ ы н н э н ч ь эн _ ч а п а е в ӄ а й _
ынлеко нивӄинэ ынлекона нинивӄинэ аӈӄавъе	ы н л е к о _ н и в ӄ и н э _ ы н л е к о н а _ н и н и в ӄ и н э _ а ӈ ӄ а в ъ е _
ынӈатал аръаля чапаевӄай этъуркыкыльи	ы н ӈ а т а л _ а р ъ а л я _ ч а п а е в ӄ а й _ э т ъ у р к ы к ы л ь и _
ӄольым нивӄин ӄун ии вэнъым э’тки	ӄ о л ь ы м _ н и в ӄ и н _ ӄ у н  _ и и _ в э н ъ ы м _ э ’ т к и  _
ӈинӄэй ынкэкин нэмыӄэй миӈкыри танӈыӈэнӄай	ӈ и н ӄэй _ ы н к э к ин _ н э м ы ӄ эй _ м и ӈ кыри _ т а н ӈ ы ӈ э н ӄ а й _
танӈыӈэнӄайа нэнамӈылёӄэн	т а н ӈ ы ӈ э н ӄ а й а _ н э н а м ӈ ы лёӄэн _
тури миӈкэк мэӈӄоры миӈкэкинэтури тури миӈкэкинэтури	т у р и _ м и ӈ к э к _ м э ӈ ӄ о р ы  _ м и ӈ к э к и н э т у р и _ т у р и _ м и ӈ к э к и н э т у р и _
и иквъи ынӄэнэ ӈинӄэй гымнин	и _ и к в ъи _ ы н ӄ э н э _ ӈ и н ӄ э й _ г ы м нин _
мури вай амваанвыкэнайгым гым	м у ри _ в а й  _ а м в а а н в ы к э н а й г ы м _ г ы м _
ӄольым галгэ рилвыкымгытлинъым	ӄ о л ь ы м _ г а л г э _ р и л в ы к ы м г ы т л и н ъ ы м _
нивӄин гымнан гэмо ынӈин вальын нутэнут	н и вӄин _ г ы м н а н _ г эмо _ ы н ӈ и н  _ в а л ь ы н _ н у т э н у т  _
ӄэлюӄы’м ынӄэн ытлыгэ нэнавалёмӄэн вэтгавыльын ынӈинъым ынӄэн	ӄ э л ю ӄ ы ’ м  _ ы н ӄ э н  _ ы т л ы г э _ н э н а в а л ё м ӄ э н _ в э т г а в ы л ь ы н  _ ы н ӈ и н ъ ы м _ ы н ӄ э н  _
ныний нынинъэйвыӄин экык	н ы н и й _ н ы н и н ъ э й в ы ӄ и н _ э к ы к _
ынӄэн гивэ мури вай чукоткайпы мытыпкирмык	ы н ӄ эн _ г и в э _ м у р и _ в а й  _ ч у к о т к а й п ы _ м ы т ы п к и рмык _
чукоткакэнаморэ	ч у к о т к а к э н а м о р э _
эээ ӄэлюӄы’м чичеквъи	э э э _ ӄ э л ю ӄ ы ’ м  _ ч и ч е к в ъ и _
ымы ынӄорыӈэ анадырык ынӄоры мытыпкирмыкъымэ	ы м ы _ ы н ӄ о р ы ӈ э _ а н а д ы р ы к _ ы н ӄ о р ы _ м ы т ы п к и р м ы к ъ ы м э _
ӄытлыги гымнин кэлиткутумгын ӄэргытваал ынӄэн	ӄ ы т л ы ги _ г ы м нин _ к э л и т к у т у м г ы н _ ӄ э р г ы т в а а л _ ы н ӄ э н  _
мытльувылгымыкъым	м ы т л ь у в ы л г ы м ы к ъ ы м _
ынин нэмыӄэй гымыкэккэнэ ынпычьэкыкъым ыннаны ынӄэнэ ыннэн ӄнут ыннэнгииӈикинэт ӈинӄэгти ынӄэн	ы н и н _ н э м ыӄэй _ г ы м ы к э к к э н э _ ы н п ы ч ь э к ы к ъ ы м _ ы н н а н ы _ ы н ӄ э н э _ ы н н э н  _ ӄ н у т _ ы н н э н г и и ӈ и к и н э т _ ӈ и н ӄ э г т и _ ы н ӄ э н _
нывэтгавӄэнат ӈирэргэри	н ы в э т г а в ӄ э н ат _ ӈ и р э р г э ри _
ынӄэнэ энмэнъым чашкано гэтэныннынлин	ы н ӄ э н э _ э н м э н ъ ы м _ ч а ш к а н о _ г э т э н ы н н ы н л ин _
гымнан нинивигым вай ынӄэнъым данилка	г ы м нан _ н и н и в и г ым _ в а й  _ ы н ӄ э н ъ ы м _ д а н и л к а _
ынӄэн нывэтгавӄэнат	ы н ӄ эн _ н ы в э т гавӄэнат _
люут ынӄэн нэнан мытвалёмынат ивыльыт	л ю у т _ ы н ӄ э н  _ н э н а н _ м ы т в а л ё м ы н а т _ и в ы л ь ы т _
чашкана данилка нэнамӈылёӄэн	ч а ш к а н а  _ д а н и л к а _ н э н а м ӈ ы лёӄэн _
гытъым миӈкэки мэӈӄоры пыкиргъи	г ы т ъ ы м _ м и ӈ к э к и _ м э ӈ ӄ о р ы  _ п ы к иргъи _
миӈкэкинэйгыт	м и ӈ к э к и нэйгыт _
гым вай чукоткакэнайгым	г ым _ в ай _ ч у к о т к а к э н а й г ы м _
ооо гым нэмыӄэй чукоткакэнайгым	о о о _ г ы м _ н э мыӄэй _ ч у к о т к а к э н а й г ы м _
ытръэчьым ынӄэн миӈкэкинэйгыт ипэ	ы т р ъ э ч ь ы м _ ы н ӄ э н  _ м и ӈ к э к и нэйгыт _ и п э  _
омваанвыкэнайгым	о м в а а н в ы к э н а й г ы м _
гым нотапынмэпы тыпки нэмыӄэй нутэпынмыльивым	г ым _ н о т а п ы н м э п ы _ т ы п к и _ н э м ы ӄ эй _ н у т э п ы н м ы л ь и в ы м _
ынӄэнъым мури ӄэлюӄы’м мыттанӈыткоӈӈомык ипэ ынӄэн	ы н ӄ э н ъ ы м _ м у р и _ ӄ э л ю ӄ ы ’ м  _ м ы т т а н ӈ ы т к о ӈ ӈ о м ы к _ и п э  _ ы н ӄ э н  _
гым паӈэ’вӈытъылёк	г ым _ п а ӈ э ’ в ӈ ы т ъ ы л ё к _
вэтгавъёлгыткоэ’ айгытваалына иниквъи	в э т г а в ъ ё л г ы т к о э ’ _ а й г ы т в а а л ы н а _ и н и к в ъи _
эпэӄэй элгыӄанъявэты мынги мынилгытэвысӄивмык	э п э ӄэй _ э л г ы ӄ а н ъ я в э т ы _ м ы н г и _ м ы н и л г ы т э в ы с ӄ и в м ы к _
гымнанъым тиквъэк эгэй ытръэчьым ръэнут мынпиринэт	г ы м н а н ъ ы м _ т и к в ъ эк _ э г э й _ ы т р ъ э ч ь ы м _ р ъ э нут _ м ы н п и р и н э т _
иниквъи ӄычавполпэрэгэ’м ынкъам пъомпъомъёчгынъым ынкъам эчг илгытэвкинэт яаёлӄылтэ	и н и квъи _ ӄ ы ч а в п о л п э р э г э ’ м _ ынкъам _ п ъ о м п ъ о м ъ ё ч г ы н ъ ы м _ ынкъам _ э ч г _ и л г ы т э в к и н э т _ я а ё л ӄ ылтэ _
тытэнмаквъакъым	т ы т э н м а к в ъ а к ъ ы м _
тыч тынвэтгавъёлгытковын тивын миӈкыри мылӄытык	т ы ч _ т ы н в э т г а в ъ ё л г ы т к о в ы н _ т и в ы н _ м и ӈ кыри _ м ы л ӄ ы т ы к _
ынан иниквъи нанэ ковлёрвоо ковлёрва мыт мытрэетгъэ гыныгъярагты	ы н а н _ и н и квъи _ н а н э _ к о в л ё р в о о _ к о в л ё р в а _ м ы т _ м ы т р э е т г ъ э _ г ы н ы г ъ я р а г т ы _
ынкы нэнъатчайгым	ы н к ы _ н э н ъ а т ч а й г ы м _
